"drug_name","targets","max_clinical_stage","real_distance","z_score"
"GSK-1995057","TNFRSF1A","PHASE_1",1,0.684277205610158
"DOVITINIB","KDR; PDGFRB","PHASE_3",1,0.685675231841
"AMBENONIUM","ACHE","APPROVAL",1,0.692151770982401
"DOMVANALIMAB","TIGIT","PHASE_3",1,0.692151770982401
"BEMARITUZUMAB","FCGR3A","PHASE_3",1,0.692151770982401
"SORAFENIB","KDR; PDGFRB","APPROVAL",1,0.693365594127098
"ISOFLUROPHATE","ACHE","APPROVAL",1,0.700053302874625
"AMEDIPLASE","PLG","PHASE_3",1,0.700053302874625
"ORANTINIB","KDR; PDGFRB","PHASE_3",1,0.701450616246765
"MIDOSTAURIN","KDR; PDGFRB","APPROVAL",1,0.70624016731489
"XL-999","KDR; PDGFRB","PHASE_2",1,0.707058043754015
"TIRAGOLUMAB","TIGIT","PHASE_3",1,0.707983475445409
"IBI-939","TIGIT","PHASE_1",1,0.707983475445409
"RG-1530","KDR; PDGFRB","PHASE_1",1,0.709277258687938
"TELATINIB","KDR; PDGFRB","PHASE_2",1,0.712756022799003
"ANG1005","LRP1","PHASE_3",1,0.71594396259467
"ITOPRIDE","ACHE","APPROVAL",1,0.71594396259467
"DESMOTEPLASE","PLG","PHASE_3",1,0.71594396259467
"SU-014813","KDR; PDGFRB","PHASE_2",1,0.71662290439029
"XL-820","KDR; PDGFRB","PHASE_2",1,0.717136167058038
"FORETINIB","KDR; PDGFRB","PHASE_2",1,0.720833411895048
"TECHNETIUM TC 99M SUCCIMER","A2M","APPROVAL",1,0.723936440211189
"CINPANEMAB","SNCA","PHASE_2",1,0.723936440211189
"FAMITINIB","KDR; PDGFRB","PHASE_3",1,0.724442341061697
"REGORAFENIB","KDR; PDGFRB","APPROVAL",1,0.728468713581212
"SORAFENIB TOSYLATE","KDR; PDGFRB","APPROVAL",1,0.732957004949654
"JI-101","KDR; PDGFRB","PHASE_2",1,0.735497331947033
"TAK-593","KDR; PDGFRB","PHASE_1",1,0.737911030468635
"ECHOTHIOPHATE IODIDE","ACHE","APPROVAL",1,0.740024093469077
"AFLIBERCEPT","PGF","APPROVAL",1,0.740024093469077
"AMY-101","C3","PHASE_2",1,0.740024093469077
"COPANLISIB","PIK3CD; PIK3CA","APPROVAL",1,0.740449394707328
"PYRIDOSTIGMINE BROMIDE","ACHE","APPROVAL",1,0.74812265037225
"EDROPHONIUM","ACHE","APPROVAL",1,0.756259964468745
"RIVASTIGMINE TARTRATE","ACHE","APPROVAL",1,0.756259964468745
"APRATASTAT","ADAM17","PHASE_2",1,0.756259964468745
"VIBOSTOLIMAB","TIGIT","PHASE_3",1,0.756259964468745
"PRASINEZUMAB","SNCA","PHASE_3",1,0.764437753754404
"PRALIDOXIME CHLORIDE","ACHE","APPROVAL",1,0.772657750883274
"BOSUTINIB","HCK; LYN; SRC","APPROVAL",1,0.777304530716392
"CATEQUENTINIB","KDR; PDGFRB","PHASE_3",1,0.782351096792345
"COPANLISIB HYDROCHLORIDE","PIK3CD; PIK3CA","APPROVAL",1,0.79347723977988
"TB-403","PGF","PHASE_2",1,0.797588578769535
"AL-78898A","C3","PHASE_2",1,0.797588578769535
"AZD-8186","PIK3CB; PIK3CD","PHASE_1_2",1,0.801161456341333
"PEGCETACOPLAN","C3","APPROVAL",1,0.805995098727997
"TIVOZANIB","KDR; PDGFRB","APPROVAL",1,0.821616092547833
"AZD-1236","MMP9; MME","PHASE_2",1,0.863713900998061
"XL-228","HCK; LYN; SRC; FYN","PHASE_1",1,0.958363990591017
"FIMEPINOSTAT","PIK3CB; PIK3CD; PIK3CA","PHASE_2",1,0.966118897659616
"RECILISIB","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_1",1,0.98171126925796
"BMS-779788","NR1H2","PHASE_1",1,0.997496867163
"TASELISIB","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_3",1,1.00031032214368
"VOXTALISIB","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_2",1,1.02560086917726
"GEDATOLISIB","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_3",1,1.03571088030512
"SF-1126","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_2",1,1.04346650120354
"PILARALISIB","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_2",1,1.06260209311633
"PANULISIB","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_1",1,1.07305230583445
"BUPARLISIB","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_3",1,1.10383576216324
"VS-5584","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_1",1,1.13876406947303
"DACTOLISIB","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_3",1,1.14445762839303
"ENMD-981693","HCK; LYN; SRC; FYN; KDR; PDGFRB","PHASE_2",1,1.14933914839694
"GSK-1059615","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_1",1,1.15137511375224
"APITOLISIB","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_2",1,1.15565853389644
"PICTILISIB","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_2",1,1.1585707364204
"ZSTK-474","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_1",1,1.18739940611064
"IZORLISIB","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_1_2",1,1.19223679335465
"PAXALISIB","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_2_3",1,1.20796496945564
"SONOLISIB","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_2",1,1.22021460002267
"SAMOTOLISIB","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_2",1,1.24211026970648
"ABEQUOLIXRON","NR1H3; NR1H2","PHASE_1_2",1,1.24460726000169
"ILORASERTIB","HCK; LYN; SRC; FYN; KDR; PDGFRB","PHASE_2",1,1.24486456997481
"PF-04691502","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_2",1,1.24512723859171
"AZD-6482","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","UNKNOWN",1,1.24562997764696
"LXR-623","NR1H3; NR1H2","PHASE_1",1,1.25648236603563
"ROVAZOLAC","NR1H3; NR1H2","PHASE_2",1,1.25966445154166
"OMIPALISIB","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_1",1,1.26002543282101
"WX-037","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_1",1,1.26066097274962
"BGT-226","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_1_2",1,1.26889784280995
"BMS-852927","NR1H3; NR1H2","PHASE_1",1,1.30499345941936
"TG100-801","HCK; LYN; SRC; FYN; KDR; PDGFRB","PHASE_2",1,1.3215487451848
"CS-8080","NR1H3; NR1H2","PHASE_1",1,1.34898337925304
"HYODEOXYCHOLIC_ACID","NR1H3; NR1H2","PHASE_1",1,1.35675822831704
"DS-7423","PIK3R1; PIK3R2; PIK3R3; PIK3CB; PIK3CD; PIK3CA","PHASE_1",1,1.39180437502915
